title,field
USE OF TRIALOGICAL EDUCATION IN THE SYSTEM OF POSTGRADUATE EDUCATION OF TEACHERS,Social Sciences
TechRxiv: Share Your Preprint Research with the World!,Decision Sciences
Type I caramel products of fructose with water and their bioactivities,Medicine
The Poverty - Environment Nexus in Developing Countries: Evidence from Ethiopia: A Systematic Review,Social Sciences
Potential of Panoramic Radiography as a Screening Method for Oral Hypofunction in the Evaluation of Hyoid Bone Position,Medicine
MGMT promoter methylation in 1p19q-intact gliomas,Medicine
The impact of <i>Star Wars</i> on the English language: <i>Star Wars</i>-derived words and constructions in present-day English corpora,Social Sciences
Analisis Penerapan Sistem Informasi Kesehatan Daerah (SIKDA) Generik Dalam Meningkatkan Pelayanan Rawat Jalan Di Puskesmas Rawat Inap Ciranjang,Health Professions
Faktor-Faktor yang Memengaruhi Jalur Karir di Bidang Akuntansi,Computer Science
Kepemimpinan Kyai Dalam Pengasuhan Pesantren,Social Sciences
A Diagnostic Dilemma: Is It Factitious Disorder With Nonepileptic Seizure or Malingering With Nonepileptic Seizure?,Medicine
Insights into Structural Transformations of Lignin Toward High Reactivity During Choline Chloride/Formic Acid Deep Eutectic Solvents Pretreatment,Engineering
Dual-Mode Dielectric Waveguide Monoblock Filter Design,Engineering
Predicting knee replacement in participants eligible for disease-modifying osteoarthritis drug treatment with structural endpoints,Medicine
Activated Persulfate and Hydrogen Peroxide Treatment of Highly Contaminated Water Matrices: A Comparative Study,Environmental Science
Effects of biofilm transfer and electron mediators transfer on Klebsiella quasipneumoniae sp. 203 electricity generation performance in MFCs,Environmental Science
BIM-SLAM: Integrating BIM Models in Multi-session SLAM for Lifelong Mapping using 3D LiDAR,Earth and Planetary Sciences
Measurement of tissue optical properties in a wide spectral range: a review [Invited],Medicine
Pedagogical Advancements through Teacher Professional Development: Impacts on Classroom Instruction and Student Attainment,Social Sciences
Preparation of graphene/PMMA composites with assistance of ultrasonic wave under supercritical CO2 conditions,Materials Science
"Modeling triangular, rectangular, and parabolic weirs using weighted robust extreme learning machine",Engineering
"Classifying diurnal changes of cyanobacterial blooms in Lake Taihu to identify hot patterns, seasons and hotspots based on hourly GOCI observations",Earth and Planetary Sciences
Surprising New Players in Glia-Neuron Crosstalk: Role in CNS Regeneration,Neuroscience
Advance Identification of Cloning Attacks in Online Social Networks,Computer Science
Effective Management Strategy against Potato Late Blight Incited by Phytophthora infestans,Agricultural and Biological Sciences
Snapshot of a Deadly Embrace: The Caspase-1-GSDMD Interface,"Biochemistry, Genetics and Molecular Biology"
Front Cover: Probing the Interfaces in Nanosilica‐Supported TiO<sub>2</sub> Photocatalysts by Solid‐State NMR and In Situ FTIR (ChemNanoMat 12/2018),Chemistry
Expansion Mapping Theorem for Four Mappings Satisfying Common Limit in the Range Property in b-Metric Space,Mathematics
Is cognitive behaviour therapy an effective option for women who have troublesome menopausal symptoms?,Medicine
"DIVINE CONFIRMATION: PLATO, <i>TIMAEUS</i> 55C7–D6",Arts and Humanities
Frontispiece: Conformational Studies of Oligosaccharides,Chemistry
Post-COVID 19 Superbug Infection Threat to Manual Workers and Farmers,"Economics, Econometrics and Finance"
Modeling financial risk contributes to construction projects; case study of expansion food industries,Decision Sciences
Boiler Thermal Efficiency Test System Based on NB-IoT Technology,Engineering
"Type 1 interferon activation in systemic sclerosis: a biomarker, a target or the culprit",Medicine
Partial amniotic carbon dioxide insufflation for fetal surgery,Medicine
An Update on the Structure of hERG,Medicine
The Quadrature Method: A Novel Dipole Localisation Algorithm for Artificial Lateral Lines Compared to State of the Art,Engineering
"Calcite U–Pb dating of altered ancient oceanic crust in the North Pamir, Central Asia",Earth and Planetary Sciences
Language Rights in China,Social Sciences
EP1.01-77 Locally Advanced Non Small Cell Lung Cancer - Treatment Outcome in Real World Setting,Medicine
Cannabinoid use is enhanced by stress and changes conditioned stress responses,Medicine
Influence of Mind Mapping and Problem Based Learning Models to Interest Learning Basic Concepts IPS Students,Social Sciences
Hate Speech as an Object of Research and as a Social Phenomenon (Theoretical Grounding of Research Prospects),Social Sciences
Which filter for data assimilation in water quality models? Focus on oxygen reaeration and heterotrophic bacteria activity,Environmental Science
Changes in chromatin accessibility landscape and histone H3 core acetylation during valproic acid-induced differentiation of embryonic stem cells,"Biochemistry, Genetics and Molecular Biology"
"A Missense Pathogenic Variant in a Conserved Region of CNTNAP2 Is Associated with Obesity, Seizures, and Language Impairment in a Pakistani Family","Biochemistry, Genetics and Molecular Biology"
Relationship Between Husband’s Support And Mother’s Attitude To Exclusive Breastfeeding For 6 Months,Medicine
HIGH TEMPERATURE ANTENNAS: A REVIEW,Engineering
Efficacy of Self-Management Smartphone-Based Apps for Post-traumatic Stress Disorder Symptoms: A Systematic Review and Meta-Analysis,Psychology
Symptomatic Chikungunya Virus Infection and Pregnancy Outcomes: A Nested Case-Control Study in French Guiana,Medicine
Inside front cover,
A Systematic Review On The Critical Success Factor Of Research Commercialization,"Business, Management and Accounting"
Whole-Brain Imaging of Subvoxel T1-Diffusion Correlation Spectra in Human Subjects,Medicine
"Science, policy, and sustainable indigenous forestry in New Zealand",Environmental Science
Multi-timescale robust dispatching for coordinated automatic generation control and energy storage,Engineering
A study on relation between Pitta Pradhan Prakriti females and ovulation with the help of basal body temperature method,Agricultural and Biological Sciences
"The Pathways Undergraduate Researchers Program: Fostering Career Interests, Sense of Belonging, and Student Confidence in Pursuing Science",Social Sciences
P2.10-04 Pattern and Factors Associated with Intention to Quit Tobacco Use in a Rural Community of Anambra State of Nigeria,Medicine
AN EXPERIMENTAL STUDY OF FLOW STRUCTURES IN A POOL-WEIR FISHWAY,Engineering
On the number of perfect matchings of generalized theta graphs and the edge cover polynomials of friendship graphs,Mathematics
A Comparison of Edge Detectors in the Framework of Wake Pattern Modeling for Wind Turbines,Engineering
"Sleep deserts are indeed increasingResponse to Dunietz GL, Braley TJ, Jansen EC. Sleep insecurity as a health disparity. <i>J Clin Sleep Med</i> . 2022;18(10):2521. doi: 10.5664/jcsm.10172",Psychology
Nurturing mental health and well-being using ordinary farms,Agricultural and Biological Sciences
Pelayanan Konseling Berbasisi Tugas Perkembangan,Social Sciences
The Extension of Legal Personhood in Artificial Intelligence.,Social Sciences
Enhancing dissipative cat-state generation via nonequilibrium pump fields,Computer Science
Different Perceptions on Body Donation for Anatomical Teaching in Brazil: a Cross‐Sectional Study,Engineering
On the effects of linear damping on the nonlinear Ziegler’s column,Engineering
Pollen Viability and Microspore Culture in Three Broccoli Cultivars (Brassica oleracea L. var. italica Plenck),"Biochemistry, Genetics and Molecular Biology"
Exploring how gender figures the identity trajectories of two doctoral students in observational astrophysics,Social Sciences
A Review of Pandemics from the Viewpoint of Bioterrorism,Medicine
A rare case of syphilitic Charcot joint involving left elbow,Medicine
Family Perception of Diseases Related to the Reference Time in Stroke Patient: Literature Review,Medicine
Analisis Fungsi Fukujoshi Dalam Anime Captain Tsubasa 2018,Computer Science
Irrational use of antibiotics and factors associated with antibiotic resistance: Findings from a cross‐sectional study in Bangladesh,Immunology and Microbiology
Pathogenic characteristics of genetically modified cells with TREM2 T44A mutation,Neuroscience
"Abstract Book - XLIV Congresso Nazionale AIEOP | 13-15 ottobre 2019, Catania (Italy)",
Comparison of clonidine and dexmedetomidine as adjuvants for ropivacaine in supraclavicular brachial plexus block,Medicine
"The 2017 North Carolina STOP Act is Associated With an Accelerated Decrease in Opioid Dispensing: A Statewide Analysis, 2013–2019",Medicine
"Factors affecting the ecological habitat of Benthic macro-invertebrate assemblages in Asan wetland, Dehradun in Garhwal Himalaya",Agricultural and Biological Sciences
Nursing Students’ Perceptions of Biomedical Education with Augmented Reality,Computer Science
Model-enforced post-process correction of satellite aerosol retrievals,Environmental Science
Effect of Bariatric Surgeries on Cardiovascular Risk Factors: Single Institution Retrospective Study,Medicine
Soil nutrient status of KwaZulu–Natal savanna and grassland biomes causes variation in cytokinin functional groups and their levels in above-ground and underground parts of three legumes,"Biochemistry, Genetics and Molecular Biology"
Ganoderma lucidum Rhodiola compound preparation prevent d-galactose-induced immune impairment and oxidative stress in aging rat model,"Biochemistry, Genetics and Molecular Biology"
Numerical Modelling for Synthetic Fibre Mooring Lines Taking Elongation and Contraction into Account,Engineering
Complex impedance analysis of soft chemical synthesized NZCF systems,Materials Science
Memorized Variational Continual Learning for Dirichlet Process Mixtures,Computer Science
The inhibition of p38 MAPK blocked inflammation to restore the functions of rat meibomian gland epithelial cells,Medicine
"Should analyses of large, national palliative care data sets with patient reported outcomes (PROs) be restricted to services with high patient participation? A register-based study",Medicine
Molecular Identification of Isolates of Ustilago Maydis (Dc.) Corda the Causal Common Smut in Maize,Agricultural and Biological Sciences
Working memory in young children: A pilot study on the gender-mediated effect of Touch Screen Device use,Social Sciences
"The efficacy of a leukotriene receptor antagonist in the treatment of human rectal aberrant crypt foci: a nonrandomized, open-label, controlled trial",Medicine
